raceId,driverId,constructorId,qualifying_position,starting_grid,race_finish_position,year,race_name,driver_name,nationality,constructor_name,position_change
262,56,17,8,8,23,1994,Canadian Grand Prix,Eddie Irvine,British,Jordan,-15
262,79,25,9,9,22,1994,Canadian Grand Prix,Ukyo Katayama,Japanese,Tyrrell,-13
262,49,15,10,10,25,1994,Canadian Grand Prix,Heinz-Harald Frentzen,German,Sauber,-15
262,81,29,11,11,19,1994,Canadian Grand Prix,Gianni Morbidelli,Italian,Footwork,-8
262,84,1,12,12,26,1994,Canadian Grand Prix,Martin Brundle,British,McLaren,-14
262,87,25,13,13,10,1994,Canadian Grand Prix,Mark Blundell,British,Tyrrell,3
262,110,15,14,14,24,1994,Canadian Grand Prix,Andrea de Cesaris,Italian,Sauber,-10
262,94,18,15,15,9,1994,Canadian Grand Prix,Pierluigi Martini,Italian,Minardi,6
262,104,29,16,16,16,1994,Canadian Grand Prix,Christian Fittipaldi,Brazilian,Footwork,0
262,65,32,17,17,8,1994,Canadian Grand Prix,Johnny Herbert,British,Team Lotus,9
262,105,18,18,18,11,1994,Canadian Grand Prix,Michele Alboreto,Italian,Minardi,7
262,44,27,19,19,12,1994,Canadian Grand Prix,Olivier Panis,French,Ligier,7
262,109,22,20,20,6,1994,Canadian Grand Prix,Jyrki Järvilehto,Finnish,Benetton,14
262,100,33,21,21,21,1994,Canadian Grand Prix,Érik Comas,French,Larrousse,0
262,106,33,22,22,18,1994,Canadian Grand Prix,Olivier Beretta,Monegasque,Larrousse,4
262,70,32,23,23,15,1994,Canadian Grand Prix,Alessandro Zanardi,Italian,Team Lotus,8
262,103,27,24,24,13,1994,Canadian Grand Prix,Éric Bernard,French,Ligier,11
262,101,31,25,25,14,1994,Canadian Grand Prix,David Brabham,Australian,Simtek,11
262,92,30,26,26,20,1994,Canadian Grand Prix,Bertrand Gachot,Belgian,Pacific,6
263,71,3,1,1,2,1994,French Grand Prix,Damon Hill,British,Williams,-1
263,95,3,2,2,14,1994,French Grand Prix,Nigel Mansell,British,Williams,-12
263,30,22,3,3,1,1994,French Grand Prix,Michael Schumacher,German,Benetton,2
263,55,6,4,4,15,1994,French Grand Prix,Jean Alesi,French,Ferrari,-11
263,77,6,5,5,3,1994,French Grand Prix,Gerhard Berger,Austrian,Ferrari,2
263,56,17,6,6,24,1994,French Grand Prix,Eddie Irvine,British,Jordan,-18
263,22,17,7,7,16,1994,French Grand Prix,Rubens Barrichello,Brazilian,Jordan,-9
263,50,22,8,8,23,1994,French Grand Prix,Jos Verstappen,Dutch,Benetton,-15
263,57,1,9,9,13,1994,French Grand Prix,Mika Häkkinen,Finnish,McLaren,-4
263,49,15,10,10,4,1994,French Grand Prix,Heinz-Harald Frentzen,German,Sauber,6
263,110,15,11,11,6,1994,French Grand Prix,Andrea de Cesaris,Italian,Sauber,5
263,84,1,12,12,19,1994,French Grand Prix,Martin Brundle,British,McLaren,-7
263,44,27,13,13,21,1994,French Grand Prix,Olivier Panis,French,Ligier,-8
263,79,25,14,14,12,1994,French Grand Prix,Ukyo Katayama,Japanese,Tyrrell,2
263,103,27,15,15,17,1994,French Grand Prix,Éric Bernard,French,Ligier,-2
263,94,18,16,16,5,1994,French Grand Prix,Pierluigi Martini,Italian,Minardi,11
263,87,25,17,17,10,1994,French Grand Prix,Mark Blundell,British,Tyrrell,7
263,104,29,18,18,8,1994,French Grand Prix,Christian Fittipaldi,Brazilian,Footwork,10
263,65,32,19,19,7,1994,French Grand Prix,Johnny Herbert,British,Team Lotus,12
263,100,33,20,20,11,1994,French Grand Prix,Érik Comas,French,Larrousse,9
263,105,18,21,21,25,1994,French Grand Prix,Michele Alboreto,Italian,Minardi,-4
263,81,29,22,22,20,1994,French Grand Prix,Gianni Morbidelli,Italian,Footwork,2
263,70,32,23,23,26,1994,French Grand Prix,Alessandro Zanardi,Italian,Team Lotus,-3
263,101,31,24,24,22,1994,French Grand Prix,David Brabham,Australian,Simtek,2
263,106,33,25,25,18,1994,French Grand Prix,Olivier Beretta,Monegasque,Larrousse,7
263,111,31,26,26,9,1994,French Grand Prix,Jean-Marc Gounon,French,Simtek,17
264,71,3,1,1,1,1994,British Grand Prix,Damon Hill,British,Williams,0
264,30,22,2,2,17,1994,British Grand Prix,Michael Schumacher,German,Benetton,-15
264,77,6,3,3,19,1994,British Grand Prix,Gerhard Berger,Austrian,Ferrari,-16
264,55,6,4,4,2,1994,British Grand Prix,Jean Alesi,French,Ferrari,2
264,57,1,5,5,3,1994,British Grand Prix,Mika Häkkinen,Finnish,McLaren,2
264,22,17,6,6,4,1994,British Grand Prix,Rubens Barrichello,Brazilian,Jordan,2
264,14,3,7,7,5,1994,British Grand Prix,David Coulthard,British,Williams,2
264,79,25,8,8,6,1994,British Grand Prix,Ukyo Katayama,Japanese,Tyrrell,2
264,84,1,9,9,25,1994,British Grand Prix,Martin Brundle,British,McLaren,-16
264,50,22,10,10,8,1994,British Grand Prix,Jos Verstappen,Dutch,Benetton,2
264,87,25,11,11,20,1994,British Grand Prix,Mark Blundell,British,Tyrrell,-9
264,56,17,12,12,26,1994,British Grand Prix,Eddie Irvine,British,Jordan,-14
264,49,15,13,13,7,1994,British Grand Prix,Heinz-Harald Frentzen,German,Sauber,6
264,94,18,14,14,10,1994,British Grand Prix,Pierluigi Martini,Italian,Minardi,4
264,44,27,15,15,12,1994,British Grand Prix,Olivier Panis,French,Ligier,3
264,81,29,16,16,23,1994,British Grand Prix,Gianni Morbidelli,Italian,Footwork,-7
264,105,18,17,17,18,1994,British Grand Prix,Michele Alboreto,Italian,Minardi,-1
264,110,15,18,18,22,1994,British Grand Prix,Andrea de Cesaris,Italian,Sauber,-4
264,70,32,19,19,24,1994,British Grand Prix,Alessandro Zanardi,Italian,Team Lotus,-5
264,104,29,20,20,9,1994,British Grand Prix,Christian Fittipaldi,Brazilian,Footwork,11
264,65,32,21,21,11,1994,British Grand Prix,Johnny Herbert,British,Team Lotus,10
264,100,33,22,22,21,1994,British Grand Prix,Érik Comas,French,Larrousse,1
264,103,27,23,23,13,1994,British Grand Prix,Éric Bernard,French,Ligier,10
264,106,33,24,24,14,1994,British Grand Prix,Olivier Beretta,Monegasque,Larrousse,10
264,101,31,25,25,15,1994,British Grand Prix,David Brabham,Australian,Simtek,10
264,111,31,26,26,16,1994,British Grand Prix,Jean-Marc Gounon,French,Simtek,10
265,77,6,1,1,1,1994,German Grand Prix,Gerhard Berger,Austrian,Ferrari,0
265,55,6,2,2,16,1994,German Grand Prix,Jean Alesi,French,Ferrari,-14
265,71,3,3,3,8,1994,German Grand Prix,Damon Hill,British,Williams,-5
265,30,22,4,4,11,1994,German Grand Prix,Michael Schumacher,German,Benetton,-7
265,79,25,5,5,15,1994,German Grand Prix,Ukyo Katayama,Japanese,Tyrrell,-10
265,14,3,6,6,13,1994,German Grand Prix,David Coulthard,British,Williams,-7
265,87,25,7,7,17,1994,German Grand Prix,Mark Blundell,British,Tyrrell,-10
265,57,1,8,8,18,1994,German Grand Prix,Mika Häkkinen,Finnish,McLaren,-10
265,49,15,9,9,19,1994,German Grand Prix,Heinz-Harald Frentzen,German,Sauber,-10
265,56,17,10,10,20,1994,German Grand Prix,Eddie Irvine,British,Jordan,-10
265,22,17,11,11,21,1994,German Grand Prix,Rubens Barrichello,Brazilian,Jordan,-10
265,44,27,12,12,2,1994,German Grand Prix,Olivier Panis,French,Ligier,10
265,84,1,13,13,12,1994,German Grand Prix,Martin Brundle,British,McLaren,1
265,103,27,14,14,3,1994,German Grand Prix,Éric Bernard,French,Ligier,11
265,65,32,15,15,22,1994,German Grand Prix,Johnny Herbert,British,Team Lotus,-7
265,81,29,16,16,5,1994,German Grand Prix,Gianni Morbidelli,Italian,Footwork,11
265,104,29,17,17,4,1994,German Grand Prix,Christian Fittipaldi,Brazilian,Footwork,13
265,110,15,18,18,23,1994,German Grand Prix,Andrea de Cesaris,Italian,Sauber,-5
265,50,22,19,19,14,1994,German Grand Prix,Jos Verstappen,Dutch,Benetton,5
265,94,18,20,20,24,1994,German Grand Prix,Pierluigi Martini,Italian,Minardi,-4
265,70,32,21,21,25,1994,German Grand Prix,Alessandro Zanardi,Italian,Team Lotus,-4
265,100,33,22,22,6,1994,German Grand Prix,Érik Comas,French,Larrousse,16
265,105,18,23,23,26,1994,German Grand Prix,Michele Alboreto,Italian,Minardi,-3
265,106,33,24,24,7,1994,German Grand Prix,Olivier Beretta,Monegasque,Larrousse,17
265,101,31,25,25,10,1994,German Grand Prix,David Brabham,Australian,Simtek,15
265,111,31,26,26,9,1994,German Grand Prix,Jean-Marc Gounon,French,Simtek,17
266,30,22,1,1,1,1994,Hungarian Grand Prix,Michael Schumacher,German,Benetton,0
266,71,3,2,2,2,1994,Hungarian Grand Prix,Damon Hill,British,Williams,0
266,14,3,3,3,15,1994,Hungarian Grand Prix,David Coulthard,British,Williams,-12
266,77,6,4,4,12,1994,Hungarian Grand Prix,Gerhard Berger,Austrian,Ferrari,-8
266,79,25,5,5,24,1994,Hungarian Grand Prix,Ukyo Katayama,Japanese,Tyrrell,-19
266,84,1,6,6,4,1994,Hungarian Grand Prix,Martin Brundle,British,McLaren,2
266,56,17,7,7,25,1994,Hungarian Grand Prix,Eddie Irvine,British,Jordan,-18
266,49,15,8,8,18,1994,Hungarian Grand Prix,Heinz-Harald Frentzen,German,Sauber,-10
266,44,27,9,9,6,1994,Hungarian Grand Prix,Olivier Panis,French,Ligier,3
266,22,17,10,10,26,1994,Hungarian Grand Prix,Rubens Barrichello,Brazilian,Jordan,-16
266,87,25,11,11,5,1994,Hungarian Grand Prix,Mark Blundell,British,Tyrrell,6
266,50,22,12,12,3,1994,Hungarian Grand Prix,Jos Verstappen,Dutch,Benetton,9
266,55,6,13,13,16,1994,Hungarian Grand Prix,Jean Alesi,French,Ferrari,-3
266,112,1,14,14,22,1994,Hungarian Grand Prix,Philippe Alliot,French,McLaren,-8
266,94,18,15,15,17,1994,Hungarian Grand Prix,Pierluigi Martini,Italian,Minardi,-2
266,104,29,16,16,14,1994,Hungarian Grand Prix,Christian Fittipaldi,Brazilian,Footwork,2
266,110,15,17,17,20,1994,Hungarian Grand Prix,Andrea de Cesaris,Italian,Sauber,-3
266,103,27,18,18,10,1994,Hungarian Grand Prix,Éric Bernard,French,Ligier,8
266,81,29,19,19,21,1994,Hungarian Grand Prix,Gianni Morbidelli,Italian,Footwork,-2
266,105,18,20,20,7,1994,Hungarian Grand Prix,Michele Alboreto,Italian,Minardi,13
266,100,33,21,21,8,1994,Hungarian Grand Prix,Érik Comas,French,Larrousse,13
266,70,32,22,22,13,1994,Hungarian Grand Prix,Alessandro Zanardi,Italian,Team Lotus,9
266,101,31,23,23,11,1994,Hungarian Grand Prix,David Brabham,Australian,Simtek,12
266,65,32,24,24,19,1994,Hungarian Grand Prix,Johnny Herbert,British,Team Lotus,5
266,106,33,25,25,9,1994,Hungarian Grand Prix,Olivier Beretta,Monegasque,Larrousse,16
266,111,31,26,26,23,1994,Hungarian Grand Prix,Jean-Marc Gounon,French,Simtek,3
267,22,17,1,1,19,1994,Belgian Grand Prix,Rubens Barrichello,Brazilian,Jordan,-18
267,30,22,2,2,14,1994,Belgian Grand Prix,Michael Schumacher,German,Benetton,-12
267,71,3,3,3,1,1994,Belgian Grand Prix,Damon Hill,British,Williams,2
267,56,17,4,4,13,1994,Belgian Grand Prix,Eddie Irvine,British,Jordan,-9
267,55,6,5,5,26,1994,Belgian Grand Prix,Jean Alesi,French,Ferrari,-21
267,50,22,6,6,3,1994,Belgian Grand Prix,Jos Verstappen,Dutch,Benetton,3
267,14,3,7,7,4,1994,Belgian Grand Prix,David Coulthard,British,Williams,3
267,57,1,8,8,2,1994,Belgian Grand Prix,Mika Häkkinen,Finnish,McLaren,6
267,49,15,9,9,24,1994,Belgian Grand Prix,Heinz-Harald Frentzen,German,Sauber,-15
267,94,18,10,10,8,1994,Belgian Grand Prix,Pierluigi Martini,Italian,Minardi,2
267,77,6,11,11,22,1994,Belgian Grand Prix,Gerhard Berger,Austrian,Ferrari,-11
267,87,25,12,12,5,1994,Belgian Grand Prix,Mark Blundell,British,Tyrrell,7
267,84,1,13,13,18,1994,Belgian Grand Prix,Martin Brundle,British,McLaren,-5
267,81,29,14,14,6,1994,Belgian Grand Prix,Gianni Morbidelli,Italian,Footwork,8
267,110,15,15,15,17,1994,Belgian Grand Prix,Andrea de Cesaris,Italian,Sauber,-2
267,103,27,16,16,10,1994,Belgian Grand Prix,Éric Bernard,French,Ligier,6
267,44,27,17,17,7,1994,Belgian Grand Prix,Olivier Panis,French,Ligier,10
267,105,18,18,18,9,1994,Belgian Grand Prix,Michele Alboreto,Italian,Minardi,9
267,112,33,19,19,23,1994,Belgian Grand Prix,Philippe Alliot,French,Larrousse,-4
267,65,32,20,20,12,1994,Belgian Grand Prix,Johnny Herbert,British,Team Lotus,8
267,101,31,21,21,16,1994,Belgian Grand Prix,David Brabham,Australian,Simtek,5
267,100,33,22,22,25,1994,Belgian Grand Prix,Érik Comas,French,Larrousse,-3
267,79,25,23,23,20,1994,Belgian Grand Prix,Ukyo Katayama,Japanese,Tyrrell,3
267,104,29,24,24,15,1994,Belgian Grand Prix,Christian Fittipaldi,Brazilian,Footwork,9
267,111,31,25,25,11,1994,Belgian Grand Prix,Jean-Marc Gounon,French,Simtek,14
267,113,32,26,26,21,1994,Belgian Grand Prix,Philippe Adams,Belgian,Team Lotus,5
268,55,6,1,1,22,1994,Italian Grand Prix,Jean Alesi,French,Ferrari,-21
268,77,6,2,2,2,1994,Italian Grand Prix,Gerhard Berger,Austrian,Ferrari,0
268,71,3,3,3,1,1994,Italian Grand Prix,Damon Hill,British,Williams,2
268,65,32,4,4,23,1994,Italian Grand Prix,Johnny Herbert,British,Team Lotus,-19
268,14,3,5,5,6,1994,Italian Grand Prix,David Coulthard,British,Williams,-1
268,44,27,6,6,10,1994,Italian Grand Prix,Olivier Panis,French,Ligier,-4
268,57,1,7,7,3,1994,Italian Grand Prix,Mika Häkkinen,Finnish,McLaren,4
268,110,15,8,8,19,1994,Italian Grand Prix,Andrea de Cesaris,Italian,Sauber,-11
268,56,17,9,9,14,1994,Italian Grand Prix,Eddie Irvine,British,Jordan,-5
268,50,22,10,10,24,1994,Italian Grand Prix,Jos Verstappen,Dutch,Benetton,-14
268,49,15,11,11,18,1994,Italian Grand Prix,Heinz-Harald Frentzen,German,Sauber,-7
268,103,27,12,12,7,1994,Italian Grand Prix,Éric Bernard,French,Ligier,5
268,70,32,13,13,25,1994,Italian Grand Prix,Alessandro Zanardi,Italian,Team Lotus,-12
268,79,25,14,14,12,1994,Italian Grand Prix,Ukyo Katayama,Japanese,Tyrrell,2
268,84,1,15,15,5,1994,Italian Grand Prix,Martin Brundle,British,McLaren,10
268,22,17,16,16,4,1994,Italian Grand Prix,Rubens Barrichello,Brazilian,Jordan,12
268,81,29,17,17,26,1994,Italian Grand Prix,Gianni Morbidelli,Italian,Footwork,-9
268,94,18,18,18,16,1994,Italian Grand Prix,Pierluigi Martini,Italian,Minardi,2
268,104,29,19,19,13,1994,Italian Grand Prix,Christian Fittipaldi,Brazilian,Footwork,6
268,109,22,20,20,9,1994,Italian Grand Prix,Jyrki Järvilehto,Finnish,Benetton,11
268,87,25,21,21,15,1994,Italian Grand Prix,Mark Blundell,British,Tyrrell,6
268,105,18,22,22,17,1994,Italian Grand Prix,Michele Alboreto,Italian,Minardi,5
268,114,33,23,23,21,1994,Italian Grand Prix,Yannick Dalmas,French,Larrousse,2
268,100,33,24,24,8,1994,Italian Grand Prix,Érik Comas,French,Larrousse,16
268,111,31,25,25,20,1994,Italian Grand Prix,Jean-Marc Gounon,French,Simtek,5
268,101,31,26,26,11,1994,Italian Grand Prix,David Brabham,Australian,Simtek,15
269,77,6,1,1,26,1994,Portuguese Grand Prix,Gerhard Berger,Austrian,Ferrari,-25
269,71,3,2,2,1,1994,Portuguese Grand Prix,Damon Hill,British,Williams,1
269,14,3,3,3,2,1994,Portuguese Grand Prix,David Coulthard,British,Williams,1
269,57,1,4,4,3,1994,Portuguese Grand Prix,Mika Häkkinen,Finnish,McLaren,1
269,55,6,5,5,21,1994,Portuguese Grand Prix,Jean Alesi,French,Ferrari,-16
269,79,25,6,6,25,1994,Portuguese Grand Prix,Ukyo Katayama,Japanese,Tyrrell,-19
269,84,1,7,7,6,1994,Portuguese Grand Prix,Martin Brundle,British,McLaren,1
269,22,17,8,8,4,1994,Portuguese Grand Prix,Rubens Barrichello,Brazilian,Jordan,4
269,49,15,9,9,23,1994,Portuguese Grand Prix,Heinz-Harald Frentzen,German,Sauber,-14
269,50,22,10,10,5,1994,Portuguese Grand Prix,Jos Verstappen,Dutch,Benetton,5
269,104,29,11,11,8,1994,Portuguese Grand Prix,Christian Fittipaldi,Brazilian,Footwork,3
269,87,25,12,12,18,1994,Portuguese Grand Prix,Mark Blundell,British,Tyrrell,-6
269,56,17,13,13,7,1994,Portuguese Grand Prix,Eddie Irvine,British,Jordan,6
269,109,22,14,14,19,1994,Portuguese Grand Prix,Jyrki Järvilehto,Finnish,Benetton,-5
269,44,27,15,15,17,1994,Portuguese Grand Prix,Olivier Panis,French,Ligier,-2
269,81,29,16,16,9,1994,Portuguese Grand Prix,Gianni Morbidelli,Italian,Footwork,7
269,110,15,17,17,20,1994,Portuguese Grand Prix,Andrea de Cesaris,Italian,Sauber,-3
269,94,18,18,18,12,1994,Portuguese Grand Prix,Pierluigi Martini,Italian,Minardi,6
269,105,18,19,19,13,1994,Portuguese Grand Prix,Michele Alboreto,Italian,Minardi,6
269,65,32,20,20,11,1994,Portuguese Grand Prix,Johnny Herbert,British,Team Lotus,9
269,103,27,21,21,10,1994,Portuguese Grand Prix,Éric Bernard,French,Ligier,11
269,100,33,22,22,24,1994,Portuguese Grand Prix,Érik Comas,French,Larrousse,-2
269,114,33,23,23,14,1994,Portuguese Grand Prix,Yannick Dalmas,French,Larrousse,9
269,101,31,24,24,22,1994,Portuguese Grand Prix,David Brabham,Australian,Simtek,2
269,113,32,25,25,16,1994,Portuguese Grand Prix,Philippe Adams,Belgian,Team Lotus,9
269,111,31,26,26,15,1994,Portuguese Grand Prix,Jean-Marc Gounon,French,Simtek,11
270,30,22,1,1,1,1994,European Grand Prix,Michael Schumacher,German,Benetton,0
270,71,3,2,2,2,1994,European Grand Prix,Damon Hill,British,Williams,0
270,95,3,3,3,20,1994,European Grand Prix,Nigel Mansell,British,Williams,-17
270,49,15,4,4,6,1994,European Grand Prix,Heinz-Harald Frentzen,German,Sauber,-2
270,22,17,5,5,12,1994,European Grand Prix,Rubens Barrichello,Brazilian,Jordan,-7
270,77,6,6,6,5,1994,European Grand Prix,Gerhard Berger,Austrian,Ferrari,1
270,65,27,7,7,8,1994,European Grand Prix,Johnny Herbert,British,Ligier,-1
270,81,29,8,8,11,1994,European Grand Prix,Gianni Morbidelli,Italian,Footwork,-3
270,57,1,9,9,3,1994,European Grand Prix,Mika Häkkinen,Finnish,McLaren,6
270,56,17,10,10,4,1994,European Grand Prix,Eddie Irvine,British,Jordan,6
270,44,27,11,11,9,1994,European Grand Prix,Olivier Panis,French,Ligier,2
270,50,22,12,12,24,1994,European Grand Prix,Jos Verstappen,Dutch,Benetton,-12
270,79,25,13,13,7,1994,European Grand Prix,Ukyo Katayama,Japanese,Tyrrell,6
270,87,25,14,14,13,1994,European Grand Prix,Mark Blundell,British,Tyrrell,1
270,84,1,15,15,26,1994,European Grand Prix,Martin Brundle,British,McLaren,-11
270,55,6,16,16,10,1994,European Grand Prix,Jean Alesi,French,Ferrari,6
270,94,18,17,17,15,1994,European Grand Prix,Pierluigi Martini,Italian,Minardi,2
270,110,15,18,18,22,1994,European Grand Prix,Andrea de Cesaris,Italian,Sauber,-4
270,104,29,19,19,17,1994,European Grand Prix,Christian Fittipaldi,Brazilian,Footwork,2
270,105,18,20,20,14,1994,European Grand Prix,Michele Alboreto,Italian,Minardi,6
270,70,32,21,21,16,1994,European Grand Prix,Alessandro Zanardi,Italian,Team Lotus,5
270,103,32,22,22,18,1994,European Grand Prix,Éric Bernard,French,Team Lotus,4
270,100,33,23,23,23,1994,European Grand Prix,Érik Comas,French,Larrousse,0
270,115,33,24,24,25,1994,European Grand Prix,Hideki Noda,Japanese,Larrousse,-1
270,101,31,25,25,21,1994,European Grand Prix,David Brabham,Australian,Simtek,4
270,93,31,26,26,19,1994,European Grand Prix,Domenico Schiattarella,Italian,Simtek,7
271,30,22,1,1,2,1994,Japanese Grand Prix,Michael Schumacher,German,Benetton,-1
271,71,3,2,2,1,1994,Japanese Grand Prix,Damon Hill,British,Williams,1
271,49,15,3,3,6,1994,Japanese Grand Prix,Heinz-Harald Frentzen,German,Sauber,-3
271,95,3,4,4,4,1994,Japanese Grand Prix,Nigel Mansell,British,Williams,0
271,65,22,5,5,22,1994,Japanese Grand Prix,Johnny Herbert,British,Benetton,-17
271,56,17,6,6,5,1994,Japanese Grand Prix,Eddie Irvine,British,Jordan,1
271,55,6,7,7,3,1994,Japanese Grand Prix,Jean Alesi,French,Ferrari,4
271,57,1,8,8,7,1994,Japanese Grand Prix,Mika Häkkinen,Finnish,McLaren,1
271,84,1,9,9,16,1994,Japanese Grand Prix,Martin Brundle,British,McLaren,-7
271,22,17,10,10,15,1994,Japanese Grand Prix,Rubens Barrichello,Brazilian,Jordan,-5
271,77,6,11,11,18,1994,Japanese Grand Prix,Gerhard Berger,Austrian,Ferrari,-7
271,81,29,12,12,17,1994,Japanese Grand Prix,Gianni Morbidelli,Italian,Footwork,-5
271,87,25,13,13,14,1994,Japanese Grand Prix,Mark Blundell,British,Tyrrell,-1
271,79,25,14,14,23,1994,Japanese Grand Prix,Ukyo Katayama,Japanese,Tyrrell,-9
271,109,15,15,15,25,1994,Japanese Grand Prix,Jyrki Järvilehto,Finnish,Sauber,-10
271,94,18,16,16,20,1994,Japanese Grand Prix,Pierluigi Martini,Italian,Minardi,-4
271,70,32,17,17,13,1994,Japanese Grand Prix,Alessandro Zanardi,Italian,Team Lotus,4
271,104,29,18,18,8,1994,Japanese Grand Prix,Christian Fittipaldi,Brazilian,Footwork,10
271,44,27,19,19,11,1994,Japanese Grand Prix,Olivier Panis,French,Ligier,8
271,116,27,20,20,19,1994,Japanese Grand Prix,Franck Lagorce,French,Ligier,1
271,105,18,21,21,21,1994,Japanese Grand Prix,Michele Alboreto,Italian,Minardi,0
271,100,33,22,22,9,1994,Japanese Grand Prix,Érik Comas,French,Larrousse,13
271,115,33,23,23,26,1994,Japanese Grand Prix,Hideki Noda,Japanese,Larrousse,-3
271,101,31,24,24,12,1994,Japanese Grand Prix,David Brabham,Australian,Simtek,12
271,63,32,25,25,10,1994,Japanese Grand Prix,Mika Salo,Finnish,Team Lotus,15
271,89,31,26,26,24,1994,Japanese Grand Prix,Taki Inoue,Japanese,Simtek,2
272,95,3,1,1,1,1994,Australian Grand Prix,Nigel Mansell,British,Williams,0
272,30,22,2,2,20,1994,Australian Grand Prix,Michael Schumacher,German,Benetton,-18
272,71,3,3,3,19,1994,Australian Grand Prix,Damon Hill,British,Williams,-16
272,57,1,4,4,12,1994,Australian Grand Prix,Mika Häkkinen,Finnish,McLaren,-8
272,22,17,5,5,4,1994,Australian Grand Prix,Rubens Barrichello,Brazilian,Jordan,1
272,56,17,6,6,25,1994,Australian Grand Prix,Eddie Irvine,British,Jordan,-19
272,65,22,7,7,26,1994,Australian Grand Prix,Johnny Herbert,British,Benetton,-19
272,55,6,8,8,6,1994,Australian Grand Prix,Jean Alesi,French,Ferrari,2
272,84,1,9,9,3,1994,Australian Grand Prix,Martin Brundle,British,McLaren,6
272,49,15,10,10,7,1994,Australian Grand Prix,Heinz-Harald Frentzen,German,Sauber,3
272,77,6,11,11,2,1994,Australian Grand Prix,Gerhard Berger,Austrian,Ferrari,9
272,44,27,12,12,5,1994,Australian Grand Prix,Olivier Panis,French,Ligier,7
272,87,25,13,13,14,1994,Australian Grand Prix,Mark Blundell,British,Tyrrell,-1
272,70,32,14,14,18,1994,Australian Grand Prix,Alessandro Zanardi,Italian,Team Lotus,-4
272,79,25,15,15,22,1994,Australian Grand Prix,Ukyo Katayama,Japanese,Tyrrell,-7
272,105,18,16,16,13,1994,Australian Grand Prix,Michele Alboreto,Italian,Minardi,3
272,109,15,17,17,10,1994,Australian Grand Prix,Jyrki Järvilehto,Finnish,Sauber,7
272,94,18,18,18,9,1994,Australian Grand Prix,Pierluigi Martini,Italian,Minardi,9
272,104,29,19,19,8,1994,Australian Grand Prix,Christian Fittipaldi,Brazilian,Footwork,11
272,116,27,20,20,11,1994,Australian Grand Prix,Franck Lagorce,French,Ligier,9
272,81,29,21,21,24,1994,Australian Grand Prix,Gianni Morbidelli,Italian,Footwork,-3
272,63,32,22,22,16,1994,Australian Grand Prix,Mika Salo,Finnish,Team Lotus,6
272,115,33,23,23,23,1994,Australian Grand Prix,Hideki Noda,Japanese,Larrousse,0
272,101,31,24,24,17,1994,Australian Grand Prix,David Brabham,Australian,Simtek,7
272,98,33,25,25,15,1994,Australian Grand Prix,Jean-Denis Délétraz,Swiss,Larrousse,10
272,93,31,26,26,21,1994,Australian Grand Prix,Domenico Schiattarella,Italian,Simtek,5
1,18,23,1,1,1,2009,Australian Grand Prix,Jenson Button,British,Brawn,0
1,22,23,2,2,2,2009,Australian Grand Prix,Rubens Barrichello,Brazilian,Brawn,0
1,20,9,3,3,13,2009,Australian Grand Prix,Sebastian Vettel,German,Red Bull,-10
1,9,2,4,4,14,2009,Australian Grand Prix,Robert Kubica,Polish,BMW Sauber,-10
1,3,3,5,5,6,2009,Australian Grand Prix,Nico Rosberg,German,Williams,-1
1,10,7,6,19,4,2009,Australian Grand Prix,Timo Glock,German,Toyota,2
1,13,6,7,6,16,2009,Australian Grand Prix,Felipe Massa,Brazilian,Ferrari,-9
1,15,7,8,20,3,2009,Australian Grand Prix,Jarno Trulli,Italian,Toyota,5
1,8,6,9,7,15,2009,Australian Grand Prix,Kimi Räikkönen,Finnish,Ferrari,-6
1,17,9,10,8,12,2009,Australian Grand Prix,Mark Webber,Australian,Red Bull,-2
1,2,2,11,9,10,2009,Australian Grand Prix,Nick Heidfeld,German,BMW Sauber,1
1,4,4,12,10,5,2009,Australian Grand Prix,Fernando Alonso,Spanish,Renault,7
1,6,3,13,11,18,2009,Australian Grand Prix,Kazuki Nakajima,Japanese,Williams,-5
1,5,1,14,12,19,2009,Australian Grand Prix,Heikki Kovalainen,Finnish,McLaren,-5
1,1,1,15,18,20,2009,Australian Grand Prix,Lewis Hamilton,British,McLaren,-5
1,67,5,16,13,7,2009,Australian Grand Prix,Sébastien Buemi,Swiss,Toro Rosso,9
1,12,4,17,14,17,2009,Australian Grand Prix,Nelson Piquet Jr.,Brazilian,Renault,0
1,21,10,18,15,11,2009,Australian Grand Prix,Giancarlo Fisichella,Italian,Force India,7
1,16,10,19,16,9,2009,Australian Grand Prix,Adrian Sutil,German,Force India,10
1,7,5,20,17,8,2009,Australian Grand Prix,Sébastien Bourdais,French,Toro Rosso,12
2,18,23,1,1,1,2009,Malaysian Grand Prix,Jenson Button,British,Brawn,0
2,15,7,2,2,4,2009,Malaysian Grand Prix,Jarno Trulli,Italian,Toyota,-2
2,20,9,3,13,15,2009,Malaysian Grand Prix,Sebastian Vettel,German,Red Bull,-12
2,22,23,4,8,5,2009,Malaysian Grand Prix,Rubens Barrichello,Brazilian,Brawn,-1
2,10,7,5,3,3,2009,Malaysian Grand Prix,Timo Glock,German,Toyota,2
2,3,3,6,4,8,2009,Malaysian Grand Prix,Nico Rosberg,German,Williams,-2
2,17,9,7,5,6,2009,Malaysian Grand Prix,Mark Webber,Australian,Red Bull,1
