qualifying_position,actual_finish,predicted_finish,error
18,13,15.0980239330969,-2.0980239330969006
15,10,13.376540961212008,-3.376540961212008
15,11,13.376540961212008,-2.376540961212008
3,7,6.490609073672424,0.5093909263275762
13,5,12.228885646622075,-7.228885646622075
1,1,5.342953759082494,-4.342953759082494
8,5,9.35974736014725,-4.359747360147249
16,11,13.950368618506971,-2.950368618506971
19,17,15.671851590391867,1.3281484096081329
4,2,7.064436730967389,-5.064436730967389
12,5,11.655057989327112,-6.655057989327112
15,19,13.376540961212008,5.623459038787992
8,6,9.35974736014725,-3.3597473601472494
20,15,16.245679247686834,-1.2456792476868337
15,15,13.376540961212008,1.623459038787992
7,12,8.785919702852286,3.2140802971477136
11,20,11.081230332032145,8.918769667967855
16,20,13.950368618506971,6.049631381493029
6,5,8.21209204555732,-3.21209204555732
19,19,15.671851590391867,3.328148409608133
13,18,12.228885646622075,5.771114353377925
11,8,11.081230332032145,-3.0812303320321455
13,20,12.228885646622075,7.771114353377925
14,13,12.802713303917042,0.19728669608295846
17,18,14.524196275801938,3.4758037241980624
8,6,9.35974736014725,-3.3597473601472494
7,7,8.785919702852286,-1.7859197028522864
17,15,14.524196275801938,0.4758037241980624
8,6,9.35974736014725,-3.3597473601472494
4,3,7.064436730967389,-4.064436730967389
18,17,15.0980239330969,1.9019760669030994
19,17,15.671851590391867,1.3281484096081329
23,18,17.96716221957173,0.032837780428270236
9,6,9.933575017442216,-3.933575017442216
13,10,12.228885646622075,-2.228885646622075
22,18,17.393334562276763,0.6066654377232368
7,9,8.785919702852286,0.2140802971477136
18,18,15.0980239330969,2.9019760669030994
16,18,13.950368618506971,4.049631381493029
13,9,12.228885646622075,-3.228885646622075
20,13,16.245679247686834,-3.2456792476868337
20,20,16.245679247686834,3.7543207523131663
2,1,5.916781416377459,-4.916781416377459
22,18,17.393334562276763,0.6066654377232368
7,18,8.785919702852286,9.214080297147714
8,10,9.35974736014725,0.6402526398527506
19,13,15.671851590391867,-2.671851590391867
22,16,17.393334562276763,-1.3933345622767632
20,17,16.245679247686834,0.7543207523131663
9,7,9.933575017442216,-2.933575017442216
5,5,7.638264388262355,-2.638264388262355
18,21,15.0980239330969,5.901976066903099
6,6,8.21209204555732,-2.21209204555732
17,20,14.524196275801938,5.475803724198062
15,16,13.376540961212008,2.623459038787992
5,5,7.638264388262355,-2.638264388262355
8,4,9.35974736014725,-5.359747360147249
16,12,13.950368618506971,-1.950368618506971
6,4,8.21209204555732,-4.21209204555732
15,12,13.376540961212008,-1.376540961212008
2,4,5.916781416377459,-1.916781416377459
18,20,15.0980239330969,4.901976066903099
14,10,12.802713303917042,-2.8027133039170415
14,11,12.802713303917042,-1.8027133039170415
19,18,15.671851590391867,2.328148409608133
15,16,13.376540961212008,2.623459038787992
9,11,9.933575017442216,1.066424982557784
22,18,17.393334562276763,0.6066654377232368
17,16,14.524196275801938,1.4758037241980624
6,3,8.21209204555732,-5.21209204555732
8,15,9.35974736014725,5.640252639852751
18,8,15.0980239330969,-7.098023933096901
2,23,5.916781416377459,17.08321858362254
5,3,7.638264388262355,-4.638264388262355
10,8,10.50740267473718,-2.5074026747371807
3,20,6.490609073672424,13.509390926327576
13,11,12.228885646622075,-1.228885646622075
11,5,11.081230332032145,-6.0812303320321455
11,14,11.081230332032145,2.9187696679678545
2,2,5.916781416377459,-3.916781416377459
10,9,10.50740267473718,-1.5074026747371807
2,1,5.916781416377459,-4.916781416377459
10,5,10.50740267473718,-5.507402674737181
1,1,5.342953759082494,-4.342953759082494
23,9,17.96716221957173,-8.96716221957173
12,19,11.655057989327112,7.344942010672888
9,7,9.933575017442216,-2.933575017442216
20,18,16.245679247686834,1.7543207523131663
13,11,12.228885646622075,-1.228885646622075
1,2,5.342953759082494,-3.3429537590824943
17,18,14.524196275801938,3.4758037241980624
1,1,5.342953759082494,-4.342953759082494
19,19,15.671851590391867,3.328148409608133
4,2,7.064436730967389,-5.064436730967389
18,21,15.0980239330969,5.901976066903099
5,4,7.638264388262355,-3.638264388262355
16,19,13.950368618506971,5.049631381493029
1,1,5.342953759082494,-4.342953759082494
3,5,6.490609073672424,-1.4906090736724238
19,19,15.671851590391867,3.328148409608133
13,10,12.228885646622075,-2.228885646622075
20,20,16.245679247686834,3.7543207523131663
2,3,5.916781416377459,-2.916781416377459
12,18,11.655057989327112,6.344942010672888
16,16,13.950368618506971,2.049631381493029
5,7,7.638264388262355,-0.6382643882623551
17,13,14.524196275801938,-1.5241962758019376
14,9,12.802713303917042,-3.8027133039170415
16,17,13.950368618506971,3.049631381493029
6,3,8.21209204555732,-5.21209204555732
16,10,13.950368618506971,-3.950368618506971
19,19,15.671851590391867,3.328148409608133
12,12,11.655057989327112,0.344942010672888
8,8,9.35974736014725,-1.3597473601472494
20,14,16.245679247686834,-2.2456792476868337
13,8,12.228885646622075,-4.228885646622075
21,18,16.819506904981797,1.1804930950182033
16,15,13.950368618506971,1.049631381493029
16,16,13.950368618506971,2.049631381493029
7,4,8.785919702852286,-4.785919702852286
15,9,13.376540961212008,-4.376540961212008
12,12,11.655057989327112,0.344942010672888
10,10,10.50740267473718,-0.5074026747371807
20,21,16.245679247686834,4.754320752313166
15,19,13.376540961212008,5.623459038787992
5,9,7.638264388262355,1.361735611737645
1,6,5.342953759082494,0.6570462409175057
12,8,11.655057989327112,-3.655057989327112
13,19,12.228885646622075,6.771114353377925
10,9,10.50740267473718,-1.5074026747371807
4,3,7.064436730967389,-4.064436730967389
4,20,7.064436730967389,12.93556326903261
4,1,7.064436730967389,-6.064436730967389
15,14,13.376540961212008,0.6234590387879919
20,17,16.245679247686834,0.7543207523131663
3,19,6.490609073672424,12.509390926327576
9,7,9.933575017442216,-2.933575017442216
21,14,16.819506904981797,-2.8195069049817967
16,17,13.950368618506971,3.049631381493029
16,12,13.950368618506971,-1.950368618506971
11,8,11.081230332032145,-3.0812303320321455
14,17,12.802713303917042,4.1972866960829585
3,4,6.490609073672424,-2.490609073672424
7,1,8.785919702852286,-7.785919702852286
4,20,7.064436730967389,12.93556326903261
16,23,13.950368618506971,9.049631381493029
17,13,14.524196275801938,-1.5241962758019376
20,21,16.245679247686834,4.754320752313166
14,9,12.802713303917042,-3.8027133039170415
6,9,8.21209204555732,0.7879079544426801
6,4,8.21209204555732,-4.21209204555732
14,12,12.802713303917042,-0.8027133039170415
20,16,16.245679247686834,-0.2456792476868337
9,13,9.933575017442216,3.066424982557784
13,8,12.228885646622075,-4.228885646622075
19,15,15.671851590391867,-0.6718515903918671
16,8,13.950368618506971,-5.950368618506971
16,11,13.950368618506971,-2.950368618506971
1,1,5.342953759082494,-4.342953759082494
18,18,15.0980239330969,2.9019760669030994
4,20,7.064436730967389,12.93556326903261
4,13,7.064436730967389,5.935563269032611
15,14,13.376540961212008,0.6234590387879919
7,20,8.785919702852286,11.214080297147714
6,3,8.21209204555732,-5.21209204555732
22,22,17.393334562276763,4.606665437723237
21,19,16.819506904981797,2.1804930950182033
17,18,14.524196275801938,3.4758037241980624
8,11,9.35974736014725,1.6402526398527506
12,11,11.655057989327112,-0.655057989327112
15,22,13.376540961212008,8.623459038787992
23,20,17.96716221957173,2.0328377804282702
6,4,8.21209204555732,-4.21209204555732
13,9,12.228885646622075,-3.228885646622075
4,5,7.064436730967389,-2.0644367309673894
5,17,7.638264388262355,9.361735611737645
15,18,13.376540961212008,4.623459038787992
1,4,5.342953759082494,-1.3429537590824943
15,12,13.376540961212008,-1.376540961212008
9,5,9.933575017442216,-4.933575017442216
16,14,13.950368618506971,0.049631381493028925
1,13,5.342953759082494,7.657046240917506
6,2,8.21209204555732,-6.21209204555732
6,2,8.21209204555732,-6.21209204555732
11,20,11.081230332032145,8.918769667967855
8,4,9.35974736014725,-5.359747360147249
12,11,11.655057989327112,-0.655057989327112
15,13,13.376540961212008,-0.3765409612120081
18,18,15.0980239330969,2.9019760669030994
20,9,16.245679247686834,-7.245679247686834
22,16,17.393334562276763,-1.3933345622767632
11,5,11.081230332032145,-6.0812303320321455
5,19,7.638264388262355,11.361735611737645
24,21,18.540989876866693,2.4590101231333072
17,14,14.524196275801938,-0.5241962758019376
17,16,14.524196275801938,1.4758037241980624
19,12,15.671851590391867,-3.671851590391867
10,15,10.50740267473718,4.492597325262819
7,19,8.785919702852286,10.214080297147714
16,14,13.950368618506971,0.049631381493028925
5,4,7.638264388262355,-3.638264388262355
14,15,12.802713303917042,2.1972866960829585
3,3,6.490609073672424,-3.490609073672424
11,9,11.081230332032145,-2.0812303320321455
22,12,17.393334562276763,-5.393334562276763
15,19,13.376540961212008,5.623459038787992
19,13,15.671851590391867,-2.671851590391867
9,14,9.933575017442216,4.066424982557784
7,6,8.785919702852286,-2.7859197028522864
14,16,12.802713303917042,3.1972866960829585
17,12,14.524196275801938,-2.5241962758019376
4,4,7.064436730967389,-3.0644367309673894
3,3,6.490609073672424,-3.490609073672424
7,6,8.785919702852286,-2.7859197028522864
4,20,7.064436730967389,12.93556326903261
4,6,7.064436730967389,-1.0644367309673894
4,4,7.064436730967389,-3.0644367309673894
13,11,12.228885646622075,-1.228885646622075
18,15,15.0980239330969,-0.0980239330969006
9,12,9.933575017442216,2.066424982557784
4,16,7.064436730967389,8.93556326903261
13,10,12.228885646622075,-2.228885646622075
18,17,15.0980239330969,1.9019760669030994
20,18,16.245679247686834,1.7543207523131663
18,15,15.0980239330969,-0.0980239330969006
16,3,13.950368618506971,-10.950368618506971
15,15,13.376540961212008,1.623459038787992
11,8,11.081230332032145,-3.0812303320321455
4,4,7.064436730967389,-3.0644367309673894
22,18,17.393334562276763,0.6066654377232368
2,1,5.916781416377459,-4.916781416377459
6,10,8.21209204555732,1.7879079544426801
24,24,18.540989876866693,5.459010123133307
5,7,7.638264388262355,-0.6382643882623551
22,8,17.393334562276763,-9.393334562276763
11,13,11.081230332032145,1.9187696679678545
12,6,11.655057989327112,-5.655057989327112
14,13,12.802713303917042,0.19728669608295846
10,17,10.50740267473718,6.492597325262819
7,19,8.785919702852286,10.214080297147714
1,1,5.342953759082494,-4.342953759082494
22,21,17.393334562276763,3.6066654377232368
8,9,9.35974736014725,-0.3597473601472494
16,14,13.950368618506971,0.049631381493028925
15,18,13.376540961212008,4.623459038787992
7,18,8.785919702852286,9.214080297147714
9,6,9.933575017442216,-3.933575017442216
5,21,7.638264388262355,13.361735611737645
9,3,9.933575017442216,-6.933575017442216
3,3,6.490609073672424,-3.490609073672424
7,6,8.785919702852286,-2.7859197028522864
6,7,8.21209204555732,-1.2120920455573199
15,8,13.376540961212008,-5.376540961212008
6,6,8.21209204555732,-2.21209204555732
20,16,16.245679247686834,-0.2456792476868337
19,15,15.671851590391867,-0.6718515903918671
10,5,10.50740267473718,-5.507402674737181
10,7,10.50740267473718,-3.5074026747371807
11,7,11.081230332032145,-4.0812303320321455
16,16,13.950368618506971,2.049631381493029
4,2,7.064436730967389,-5.064436730967389
21,24,16.819506904981797,7.180493095018203
3,4,6.490609073672424,-2.490609073672424
22,22,17.393334562276763,4.606665437723237
4,4,7.064436730967389,-3.0644367309673894
20,17,16.245679247686834,0.7543207523131663
2,7,5.916781416377459,1.083218583622541
21,17,16.819506904981797,0.18049309501820332
7,20,8.785919702852286,11.214080297147714
6,6,8.21209204555732,-2.21209204555732
21,15,16.819506904981797,-1.8195069049817967
13,11,12.228885646622075,-1.228885646622075
8,10,9.35974736014725,0.6402526398527506
8,19,9.35974736014725,9.64025263985275
9,20,9.933575017442216,10.066424982557784
23,21,17.96716221957173,3.0328377804282702
3,1,6.490609073672424,-5.490609073672424
2,1,5.916781416377459,-4.916781416377459
5,7,7.638264388262355,-0.6382643882623551
15,20,13.376540961212008,6.623459038787992
7,7,8.785919702852286,-1.7859197028522864
8,17,9.35974736014725,7.640252639852751
18,13,15.0980239330969,-2.0980239330969006
6,4,8.21209204555732,-4.21209204555732
7,6,8.785919702852286,-2.7859197028522864
11,4,11.081230332032145,-7.0812303320321455
17,11,14.524196275801938,-3.5241962758019376
14,23,12.802713303917042,10.197286696082958
1,1,5.342953759082494,-4.342953759082494
19,11,15.671851590391867,-4.671851590391867
4,7,7.064436730967389,-0.06443673096738944
12,19,11.655057989327112,7.344942010672888
22,22,17.393334562276763,4.606665437723237
15,10,13.376540961212008,-3.376540961212008
2,4,5.916781416377459,-1.916781416377459
9,11,9.933575017442216,1.066424982557784
2,3,5.916781416377459,-2.916781416377459
17,12,14.524196275801938,-2.5241962758019376
6,5,8.21209204555732,-3.21209204555732
15,14,13.376540961212008,0.6234590387879919
5,5,7.638264388262355,-2.638264388262355
14,14,12.802713303917042,1.1972866960829585
9,21,9.933575017442216,11.066424982557784
19,15,15.671851590391867,-0.6718515903918671
4,1,7.064436730967389,-6.064436730967389
15,10,13.376540961212008,-3.376540961212008
17,16,14.524196275801938,1.4758037241980624
4,4,7.064436730967389,-3.0644367309673894
7,9,8.785919702852286,0.2140802971477136
18,14,15.0980239330969,-1.0980239330969006
7,15,8.785919702852286,6.214080297147714
18,17,15.0980239330969,1.9019760669030994
5,11,7.638264388262355,3.361735611737645
13,9,12.228885646622075,-3.228885646622075
8,19,9.35974736014725,9.64025263985275
24,20,18.540989876866693,1.4590101231333072
4,10,7.064436730967389,2.9355632690326106
17,15,14.524196275801938,0.4758037241980624
6,20,8.21209204555732,11.78790795444268
1,20,5.342953759082494,14.657046240917506
23,21,17.96716221957173,3.0328377804282702
1,1,5.342953759082494,-4.342953759082494
4,3,7.064436730967389,-4.064436730967389
4,3,7.064436730967389,-4.064436730967389
7,20,8.785919702852286,11.214080297147714
20,15,16.245679247686834,-1.2456792476868337
15,14,13.376540961212008,0.6234590387879919
2,3,5.916781416377459,-2.916781416377459
13,9,12.228885646622075,-3.228885646622075
7,2,8.785919702852286,-6.785919702852286
14,12,12.802713303917042,-0.8027133039170415
14,9,12.802713303917042,-3.8027133039170415
2,3,5.916781416377459,-2.916781416377459
1,3,5.342953759082494,-2.3429537590824943
